Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=162,7,0,28,34.92279771428538,1.0576250000013943,84.44370899999853,2.0,0.11571949099663718,0.0,28,34,74,74,84,84,84,84,84,84,84
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=163,10,0,24,25.258066600000717,1.96837500000413,47.40929100000102,2.0,0.16531355856662455,0.0,26,26,39,39,47,47,47,47,47,47,47
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=164,7,0,27,29.76748785714323,18.572333000001606,50.18474999999967,2.0,0.11571949099663718,0.0,27,30,37,37,50,50,50,50,50,50,50
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=165,6,0,14,30.169687499999338,0.6530840000014138,99.43187499999695,2.0,0.09918813513997472,0.0,30,30,35,35,99,99,99,99,99,99,99
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=166,9,0,26,26.927814777776998,0.6340829999942343,80.52912500000531,2.0,0.1487822027099621,0.0,26,29,30,31,81,81,81,81,81,81,81
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=167,9,0,25,28.320328666666228,10.667915999999167,60.571791000000985,2.0,0.1487822027099621,0.0,25,25,29,40,61,61,61,61,61,61,61
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=168,5,0,30,27.548933400000664,13.322459000001174,38.08116600000133,2.0,0.08265677928331228,0.0,30,36,36,38,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=169,14,0,31,29.296440571426757,0.5187919999976032,79.5588330000001,2.0,0.23143898199327437,0.0,32,33,37,38,65,80,80,80,80,80,80
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=17,8,0,15,17.164130250000298,0.5369579999978669,34.68758300000019,2.0,0.13225084685329963,0.0,23,30,32,32,35,35,35,35,35,35,35
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=170,7,0,16,18.557649000001167,0.662209000001468,34.743417000001386,2.0,0.11571949099663718,0.0,16,21,29,29,35,35,35,35,35,35,35
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=171,6,0,18,20.214562333332964,1.103415999999413,40.10170899999821,2.0,0.09918813513997472,0.0,26,26,32,32,40,40,40,40,40,40,40
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=172,10,0,30,32.19339160000114,0.6433339999993848,83.68324999999999,2.0,0.16531355856662455,0.0,34,36,43,45,84,84,84,84,84,84,84
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=173,4,0,25,28.42404149999922,4.430999999996743,47.6443749999973,2.0,0.06612542342664982,0.0,37,37,48,48,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=174,12,0,21,22.30191658333477,0.5369579999978669,43.79766699999976,2.0,0.19837627027994945,0.0,25,27,35,35,43,44,44,44,44,44,44
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=175,11,0,25,26.441291727272922,0.7848329999973203,59.092042000003175,2.0,0.18184491442328699,0.0,25,30,31,31,36,59,59,59,59,59,59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=176,9,0,20,20.770921444444184,9.655249999999782,29.73154200000039,2.0,0.1487822027099621,0.0,20,24,27,27,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=177,8,0,29,27.442328000000018,11.27512500000094,41.86620800000185,2.0,0.13225084685329963,0.0,30,32,33,33,42,42,42,42,42,42,42
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=178,6,0,34,32.42433349999926,0.8315000000003181,73.93608399999607,2.0,0.09918813513997472,0.0,36,36,36,36,74,74,74,74,74,74,74
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=179,7,0,29,26.607648428571803,3.830250000000035,35.59308300000197,2.0,0.11571949099663718,0.0,29,31,32,32,36,36,36,36,36,36,36
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=18,6,0,19,19.65580549999994,10.842459000002691,27.661457999997197,2.0,0.09918813513997472,0.0,23,23,25,25,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=180,8,0,37,56.90430212499997,22.07141699999937,140.9588750000026,2.0,0.13225084685329963,0.0,37,46,110,110,140,140,140,140,140,140,140
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=181,8,0,28,25.674135624997874,0.8480420000012145,49.96095799999978,2.0,0.13225084685329963,0.0,29,30,35,35,50,50,50,50,50,50,50
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=182,4,0,1,13.416666500001284,0.5357500000044979,30.40287500000005,2.0,0.06612542342664982,0.0,22,22,30,30,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=183,4,0,28,26.994187500001043,17.823333000002606,34.28912500000081,2.0,0.06612542342664982,0.0,28,28,34,34,34,34,34,34,34,34,34
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=184,13,0,24,19.331846230768882,0.7539170000008255,38.55520799999823,2.0,0.2149076261366119,0.0,24,27,28,30,38,39,39,39,39,39,39
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=185,10,0,23,29.113646000000767,12.3466669999992,47.8031250000015,2.0,0.16531355856662455,0.0,32,34,40,44,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=186,10,0,22,22.32499189999899,1.6373750000013843,37.231458999999134,2.0,0.16531355856662455,0.0,26,28,32,33,37,37,37,37,37,37,37
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=187,6,0,11,13.542930499999883,0.7153329999987079,28.491000000002487,2.0,0.09918813513997472,0.0,12,12,28,28,28,28,28,28,28,28,28
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=188,2,0,29.474415999999337,30.35114549999962,29.474415999999337,31.227874999999905,2.0,0.03306271171332491,0.0,31,31,31,31,31,31,31,31,31,31,31
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=189,5,0,28,30.711350199998577,21.483959000001107,44.47499999999849,2.0,0.08265677928331228,0.0,28,37,37,44,44,44,44,44,44,44,44
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=19,7,0,26,28.938660714284683,16.209832999997786,47.56587499999654,2.0,0.11571949099663718,0.0,26,27,44,44,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=190,7,0,25,23.7454107142856,0.7463330000003765,39.28391699999878,2.0,0.11571949099663718,0.0,25,26,27,27,39,39,39,39,39,39,39
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=191,6,0,24,21.23395816666651,1.3337920000005,30.29008300000058,2.0,0.09918813513997472,0.0,27,27,27,27,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=192,10,0,24,23.33962510000056,8.13641699999934,31.910041999999805,2.0,0.16531355856662455,0.0,28,28,29,31,32,32,32,32,32,32,32
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=193,8,0,31,24.564984124999523,1.1258749999996098,38.385749999999774,2.0,0.13225084685329963,0.0,37,37,38,38,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=194,13,0,29,28.399961615385216,1.601292000000143,71.48149999999731,2.0,0.2149076261366119,0.0,29,34,35,39,43,71,71,71,71,71,71
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=195,13,0,28,30.224948615384733,1.3323749999969436,77.23562500000014,2.0,0.2149076261366119,0.0,28,35,36,42,60,77,77,77,77,77,77
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=196,8,0,26,26.336114750000085,13.77491600000269,37.214749999996855,2.0,0.13225084685329963,0.0,27,28,33,33,37,37,37,37,37,37,37
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=197,11,0,28,23.428132545454616,0.5153329999956213,40.44945799999766,2.0,0.18184491442328699,0.0,28,30,32,32,35,40,40,40,40,40,40
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=198,12,0,28,25.579211916665937,2.337291999999991,44.65904199999926,2.0,0.19837627027994945,0.0,28,29,35,35,36,45,45,45,45,45,45
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=199,12,0,25,25.261920333332338,0.4909170000004792,46.329833000001486,2.0,0.19837627027994945,0.0,29,31,34,34,42,46,46,46,46,46,46
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=20,12,0,29,32.268749750000346,0.8497499999968738,89.73591600000219,2.0,0.19837627027994945,0.0,29,32,34,34,62,90,90,90,90,90,90
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=200,14,0,22,24.668476071427303,0.5499170000007325,82.95629100000212,2.0,0.23143898199327437,0.0,30,32,35,37,41,83,83,83,83,83,83
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=201,10,0,25,29.189254199999937,0.7288330000001508,90.7037079999995,2.0,0.16531355856662455,0.0,28,32,36,46,91,91,91,91,91,91,91
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=202,8,0,24,28.3471200000005,19.525666999999913,43.7033330000034,2.0,0.13225084685329963,0.0,30,31,35,35,44,44,44,44,44,44,44
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=203,10,0,24,24.71629990000075,1.9498750000011,37.12208299999986,2.0,0.16531355856662455,0.0,26,29,31,33,37,37,37,37,37,37,37
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=204,7,0,18,18.384089428570757,0.7980839999994771,45.8198749999994,2.0,0.11571949099663718,0.0,18,19,27,27,46,46,46,46,46,46,46
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=205,4,0,4,14.337947500000059,0.495499999999538,27.090666000001207,2.0,0.06612542342664982,0.0,26,26,27,27,27,27,27,27,27,27,27
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=206,9,0,30,37.432087888888766,16.339791000000048,109.91041599999818,2.0,0.1487822027099621,0.0,30,32,36,41,110,110,110,110,110,110,110
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=207,6,0,30,31.466361166665752,21.959500000001242,46.8623749999999,2.0,0.09918813513997472,0.0,31,31,33,33,47,47,47,47,47,47,47
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=208,7,0,26,19.18668471428653,1.355417000000969,29.621417000001316,2.0,0.11571949099663718,0.0,26,26,28,28,30,30,30,30,30,30,30
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=209,11,0,30,29.703041727272865,0.5407080000026099,66.37054200000136,2.0,0.18184491442328699,0.0,30,31,51,51,56,66,66,66,66,66,66
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=21,5,0,24,30.04684160000295,20.445750000000373,54.97225000000583,2.0,0.08265677928331228,0.0,24,28,28,55,55,55,55,55,55,55,55
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=210,10,0,31,35.22681229999893,0.507707999997109,79.18458299999998,2.0,0.16531355856662455,0.0,31,34,38,71,79,79,79,79,79,79,79
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=211,9,0,27,29.466120444443472,17.703334000000126,48.33470799999873,2.0,0.1487822027099621,0.0,27,30,36,42,48,48,48,48,48,48,48
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=212,11,0,28,27.805788000000863,1.8326660000003159,71.86875000000015,2.0,0.18184491442328699,0.0,28,31,31,31,31,72,72,72,72,72,72
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=213,9,0,28,24.58021288888842,0.7305409999993628,48.59433300000404,2.0,0.1487822027099621,0.0,28,32,35,42,49,49,49,49,49,49,49
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=214,10,0,20,17.555345899999075,0.5178329999999676,37.87125000000202,2.0,0.16531355856662455,0.0,22,26,28,29,38,38,38,38,38,38,38
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=215,8,0,27,29.678609249999653,6.6275000000004525,65.17112499999911,2.0,0.13225084685329963,0.0,28,30,49,49,65,65,65,65,65,65,65
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=216,11,0,23,21.01525390908986,0.528457999998011,49.84904199999818,2.0,0.18184491442328699,0.0,23,28,29,29,32,50,50,50,50,50,50
